City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
347,French Harbor,HN,82.4,broken clouds,16.35,-86.4333,"Fantasy Island Beach Resort, Dive & Marina"
348,Waingapu,ID,77.5,scattered clouds,-9.6567,120.2641,Pondok Wisata Elim
349,Hawalli,KW,64.56,clear sky,29.2833,47.9972,"Holiday Inn Kuwait al Thuraya City, an IHG Hotel"
350,Ergani,TR,35.15,broken clouds,38.2653,39.7621,Serkan Hotel
353,Shingu,JP,39.9,scattered clouds,33.7333,135.9833,Shingu UI Hotel
354,Betare Oya,CM,71.26,overcast clouds,5.6,14.0833,Auberge Tembina Betaré Oya
355,Shimoda,JP,37.11,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
356,Sao Fidelis,BR,75.83,overcast clouds,-21.6461,-41.7469,Hotel São José
357,Viedma,AR,66.38,overcast clouds,-40.8135,-62.9967,Hotel Cristal
360,Jertih,MY,80.47,overcast clouds,5.7336,102.4897,One Utama Hotel
361,Queimadas,BR,81.14,overcast clouds,-10.9783,-39.6264,Hotel Mandala
363,La Ligua,CL,69.58,clear sky,-32.4524,-71.2311,Hotel Anchimallen
365,Kankipadu,IN,67.05,scattered clouds,16.45,80.7833,Moshe tiffin center
366,Placerville,US,62.51,clear sky,38.7296,-120.7986,Historic Cary House Hotel
367,Marienburg,PL,43.12,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
369,Chai Nat,TH,80.06,overcast clouds,15.1167,100.1,Thai Boxing ROSEINN RESORT
370,Mubi,NG,66.11,broken clouds,10.2676,13.2644,Hotel
372,El Alto,PE,74.86,scattered clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
373,Illapel,CL,75.87,clear sky,-31.6308,-71.1653,Hotel Londres
374,Tateyama,JP,44.53,scattered clouds,34.9833,139.8667,Tateyama Seaside Hotel
375,Merke,KZ,31.05,clear sky,42.8728,73.1786,Gostinitsa Merki
376,San Quintin,MX,62.01,clear sky,30.4833,-115.95,Don Eddie's Landing
377,Gushikawa,JP,58.23,overcast clouds,26.3544,127.8686,Kirari Guest House
378,Yining,CN,34.56,clear sky,29.0361,114.5636,Xiushui Hotel
379,Tezu,IN,57.52,overcast clouds,27.9167,96.1667,Circuit House
381,Molepolole,BW,73.54,light rain,-24.4066,25.4951,Butterfly Tree Guesthouse
382,Oyama,JP,39.58,clear sky,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
383,Grants,US,32.23,clear sky,35.1473,-107.8514,"Motel 6 Grants, NM"
384,Maceio,BR,78.24,few clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
385,Dwarka,IN,69.08,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
386,Sainte-Maxime,FR,54.68,scattered clouds,43.3,6.6333,Hôtel Les Jardins De Sainte Maxime
388,Nouadhibou,MR,69.78,clear sky,20.931,-17.0347,El Medina
389,Awbari,LY,51.03,clear sky,26.5921,12.7805,فندق أوباري
392,Camacha,PT,59.54,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
393,Cali,CO,78.8,scattered clouds,3.4372,-76.5225,Hotel La Luna
394,Mount Pleasant,US,68.14,heavy intensity rain,32.7941,-79.8626,Best Western Patriots Point
396,Kalianget,ID,77.76,broken clouds,-7.05,113.9333,Pesanggrahan Garam
397,Tela,HN,88.02,scattered clouds,15.7833,-87.45,Hotel & Restaurante Cesar Mariscos
398,Andilamena,MG,66.83,light rain,-17.0167,48.5833,Police men home Andilamina
399,Mayumba,GA,76.71,broken clouds,-3.432,10.6554,LIKWALE LODGE
400,Jaumave,MX,40.95,scattered clouds,23.4167,-99.3833,HOTEL CIENEGA
401,Umm Lajj,SA,61.75,clear sky,25.0213,37.2685,Moon light Furnished Units
402,Rio Grande,BR,76.95,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
404,East Moline,US,21.42,overcast clouds,41.5009,-90.4443,Residence Inn by Marriott Moline Quad Cities
405,Mahebourg,MU,79.25,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
409,Lisala,CD,73.89,overcast clouds,2.15,21.5167,Flat hôtel tozelaka
410,Calabozo,VE,91.15,overcast clouds,8.9242,-67.4293,Hotel Giardini
412,Coos Bay,US,52.14,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
413,Angoche,MZ,77.83,overcast clouds,-16.2325,39.9086,Guest House HESADA
415,San Pedro,PH,76.35,broken clouds,14.35,121.0167,Palines Apartment and Guesthouse
416,Muscat,OM,64.42,few clouds,23.6139,58.5922,Mutrah Hotel
418,Cayenne,GF,79.09,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
419,Najran,SA,66.85,clear sky,17.4924,44.1277,محمد هادي ال فطيح
421,Natal,BR,82.62,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
422,Lindsay,US,68.0,clear sky,36.203,-119.0882,Lindsay Inn
423,Cajuru,BR,81.57,overcast clouds,-21.2753,-47.3042,Hotel Tropical Cajuru
424,Marystown,CA,36.86,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
425,Maarianhamina,AX,37.26,moderate rain,60.0973,19.9348,Park Alandia Hotel
426,Geraldton,AU,72.01,clear sky,-28.7667,114.6,Broadwater Mariner Resort
427,Victor Harbor,AU,71.69,overcast clouds,-35.5667,138.6167,McCracken Country Club
428,Olinda,BR,82.13,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
429,Hofn,IS,26.62,clear sky,64.2539,-15.2082,Hótel Höfn
430,Xichang,CN,38.84,clear sky,27.8964,102.2634,Xichang ibis Hotel
431,Sitka,US,42.69,mist,57.0531,-135.33,Westmark Sitka
432,Estelle,US,39.99,mist,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
433,Sabak,MY,73.45,clear sky,3.7675,100.9875,Homestay Nur Kasih Inap Desa
435,Gizo,SB,83.03,moderate rain,-8.103,156.8419,Imagination Island
436,Tazmalt,DZ,56.3,overcast clouds,36.3868,4.3989,Hôtel Numédia
438,Develi,TR,25.95,broken clouds,38.3906,35.4922,DEVELİ TEACHER AND ASO
439,Sibul,PH,76.66,broken clouds,15.169,121.0616,Sibul Spring Resort
440,Santa Isabel Do Rio Negro,BR,77.11,broken clouds,-0.4139,-65.0192,Hotel GSA
441,Andenes,NO,22.98,broken clouds,69.3143,16.1194,Hotell Marena
442,Lebedyn,UA,20.41,overcast clouds,50.5852,34.4849,"The regional Children's multi-resort ""Lebedin"""
443,Vao,NC,80.29,moderate rain,-22.6667,167.4833,Hotel Kou-Bugny
444,Shu,KZ,30.18,clear sky,43.5983,73.7614,Shyngyzkhan
445,Hendaye,FR,53.26,overcast clouds,43.3717,-1.7738,Parador de Hondarribia
446,Itarema,BR,80.08,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
447,Buraydah,SA,59.45,clear sky,26.326,43.975,Mövenpick Qassim
448,Mareeba,AU,75.43,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
449,Plettenberg Bay,ZA,65.28,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
452,Fort Morgan,US,37.81,clear sky,40.2503,-103.8,Hampton Inn Fort Morgan
453,Cozumel,MX,84.27,scattered clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
454,Ilheus,BR,82.22,scattered clouds,-14.7889,-39.0494,Pontal Praia Hotel
455,Acoyapa,NI,87.89,clear sky,11.9703,-85.1711,Hotel y Restaurante Los Robles
457,Halifax,CA,33.22,snow,44.6453,-63.5724,Hotel Halifax
458,Coihaique,CL,75.15,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
459,Hirara,JP,61.07,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
460,Basco,PH,72.25,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
461,Powell,US,23.18,overcast clouds,40.1578,-83.0752,The Brig
462,Taiping,MY,73.6,broken clouds,4.85,100.7333,Flemington Hotel
463,Milledgeville,US,58.77,overcast clouds,33.0801,-83.2321,Hampton Inn Milledgeville
464,Sola,VU,81.52,light rain,-13.8833,167.55,Leumerus Bungalows
465,Kulhudhuffushi,MV,81.01,scattered clouds,6.6221,73.07,Haajy Guest House 1
466,Garissa,KE,80.6,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
467,Port-Gentil,GA,80.02,broken clouds,-0.7193,8.7815,Fengshui Residence
468,Katsuura,JP,44.62,scattered clouds,35.1333,140.3,Katsuura Hotel Mikazuki
469,Rawson,AR,61.36,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
471,Never,FR,40.8,overcast clouds,46.9896,3.159,Hôtel Kyriad Nevers Centre
473,Nishihara,JP,58.28,overcast clouds,26.1842,127.7558,Minshuku Agaihama
476,Callaway,US,53.53,moderate rain,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
477,Ransang,PH,77.49,broken clouds,8.9603,117.5828,Black and Crystal Sand Campsite
479,Chalus,IR,51.26,broken clouds,36.655,51.4204,نظام مهندسي ساختمان چالوس
480,Panalingaan,PH,76.87,overcast clouds,8.7842,117.4231,I Love Panalingaan View Deck
481,Nicoya,CR,90.95,scattered clouds,10.1483,-85.452,Las Cabinas Del Sueño
482,Woonsocket,US,31.14,snow,42.0029,-71.5148,"Holiday Inn Express & Suites Providence-Woonsocket, an IHG Hotel"
484,Wellington,NZ,61.77,light rain,-41.2866,174.7756,CityLife Wellington
487,Vestmannaeyjar,IS,32.85,overcast clouds,63.4427,-20.2734,Glamping & Camping
488,Kisangani,CD,73.58,overcast clouds,0.5167,25.2,Grand Ramela Hotel
489,Kingaroy,AU,66.24,clear sky,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
490,Dongkan,CN,25.48,clear sky,33.9997,119.8308,Triumphal Resort
493,Kavaratti,IN,78.12,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
494,Oktyabrskiy,RU,27.64,light snow,54.4815,53.471,Гостиница Октябрьская
495,Khuzdar,PK,51.03,clear sky,27.7384,66.6434,jhalwan Rent A Car Compny Moola Chotok
497,Plouzane,FR,44.92,few clouds,48.3833,-4.6167,Lymina
500,Solwezi,ZM,59.56,overcast clouds,-12.1688,26.3894,Country Lodge Solwezi
504,Makakilo City,US,79.12,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
505,Namatanai,PG,83.8,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
506,Los Llanos De Aridane,ES,60.55,clear sky,28.6585,-17.9182,Valle Aridane
508,Honningsvag,NO,20.21,light snow,70.9821,25.9704,Nordkapp Vandrerhjem
510,Vanderhoof,CA,38.41,broken clouds,54.0166,-124.0198,Vanderhoof Inn
512,Lasa,IT,40.46,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
513,Pozo Colorado,PY,95.4,broken clouds,-23.4923,-58.7972,Hospedaje la Amistad
515,Bhatapara,IN,55.45,clear sky,21.7333,81.9333,THE BABBU PARADISE
516,Humberto De Campos,BR,75.85,moderate rain,-2.5983,-43.4611,Pousada do Cabeça
519,Varhaug,NO,37.89,snow,58.6147,5.6457,Jonas Bue
520,Moche,PE,71.78,few clouds,-8.1711,-79.0092,Wyndham Costa del Sol Trujillo
522,Port Hardy,CA,46.58,light rain,50.6996,-127.4199,Airport Inn-Port Hardy
524,Weatherford,US,33.46,clear sky,32.7593,-97.7972,"Candlewood Suites Weatherford, an IHG Hotel"
525,Gunnedah,AU,69.42,few clouds,-30.9833,150.25,Gunnedah Motor Inn
526,Zenzeli,RU,35.6,light rain,45.9241,47.0474,"Gostinitsa ""Zvezdnaya"""
528,Riyadh,SA,66.34,scattered clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
530,Aswan,EG,52.9,clear sky,24.0934,32.907,Nuba Nile
531,Neiafu,TO,79.97,moderate rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
533,Bac Lieu,VN,78.1,scattered clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
534,Lalibela,ET,58.17,scattered clouds,12.0333,39.0333,Honey Land Hotel Lalibela
535,Navolato,MX,80.64,clear sky,24.7672,-107.6944,Cofradía de San pedro Navolato sinaloa
537,Ishigaki,JP,60.93,broken clouds,24.3448,124.1572,Ishigaki Resort Granvrio
539,Balarampur,IN,55.51,clear sky,23.1167,86.2167,Ashok general store
540,Moyo,UG,76.64,overcast clouds,3.6609,31.7247,Amelia Guest House
543,Moncton,CA,23.59,snow,46.1159,-64.8019,"Crowne Plaza Moncton Downtown, an IHG Hotel"
544,Batemans Bay,AU,66.99,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
545,Cukai,MY,80.55,broken clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
547,Havelock,US,73.63,broken clouds,34.8791,-76.9013,Sherwood Motel
548,Vladeni,RO,38.95,clear sky,47.7167,26.5167,"Motel Restaurant ""Stejarul"""
550,Portland,US,50.74,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
552,Anloga,GH,82.62,clear sky,5.7947,0.8973,Pin Drop Hotel
553,Pochutla,MX,87.82,few clouds,15.7432,-96.4661,Hotel Posada San Jose
554,Saint-Francois,FR,45.84,broken clouds,46.4154,3.9054,Manoir Du Bonheur
555,Morro Bay,US,71.58,clear sky,35.3658,-120.8499,Inn at Morro Bay
556,Axim,GH,79.29,few clouds,4.8699,-2.2405,Axim Beach Resort And Spa
558,Nivala,FI,22.68,light snow,63.9167,24.9667,Hotelli Huiskankorpi / Aseman majatalo
561,Nacimiento,CL,81.37,broken clouds,-37.5,-72.6667,Residencial San Marcos
562,Lakeland,US,84.0,scattered clouds,28.0395,-81.9498,"The Terrace Hotel Lakeland, Tapestry Collection by Hilton"
563,Bardiyah,LY,52.02,clear sky,31.7561,25.0865,بورتو بردية
564,Avanigadda,IN,67.87,scattered clouds,16.0215,80.9181,AP Camping
565,Bodden Town,KY,80.01,broken clouds,19.2833,-81.25,Will T Place
566,Pitangui,BR,70.93,overcast clouds,-19.6828,-44.8903,Pousada Monsenhor Vicente
567,Suluq,LY,50.79,clear sky,31.6682,20.2521,ورشة الحضيري لاكترونات وخدمات النت
568,Norfolk,US,31.62,mist,42.1668,-71.2495,Residence Inn by Marriott Boston Norwood/Canton
569,Phalodi,IN,58.96,clear sky,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
570,Yanam,IN,67.17,scattered clouds,16.7333,82.2167,The Regency Hotel
571,Bang Saphan,TH,74.01,scattered clouds,11.2126,99.5117,Ladawan Boutique Hotel
572,Veraval,IN,63.95,clear sky,20.9,70.3667,Lords Inn Somnath
573,Show Low,US,40.6,clear sky,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
575,Curup,ID,66.96,overcast clouds,-3.4667,102.5333,Ayi The Costel
576,Santa Cruz,BO,82.45,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
577,Bayonet Point,US,80.83,clear sky,28.3267,-82.6834,"Holiday Inn Express & Suites Port Richey, an IHG Hotel"
579,Port Hedland,AU,84.25,overcast clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
580,Rogozno,PL,44.29,overcast clouds,52.7523,16.9905,Ośrodek Rekreacyjno Sportowy
581,Cabra,ES,55.4,overcast clouds,37.4725,-4.4421,MS Fuente Las Piedras
582,Puerto Varas,CL,69.85,few clouds,-41.3195,-72.9854,Hotel Solace Puerto Varas
583,Methoni,GR,47.21,clear sky,36.8197,21.7049,Methoni Beach Hotel
584,Galesong,ID,73.42,overcast clouds,-5.3166,119.3661,Sapriadi Appy
585,Lake Havasu City,US,63.21,clear sky,34.4839,-114.3224,Heat Hotel
586,Vila Do Maio,CV,72.39,clear sky,15.1333,-23.2167,Hotel Marilu
587,Fuling,CN,44.58,overcast clouds,29.7022,107.3919,Yingbin Hostel
590,Valdivia,CL,71.69,scattered clouds,-39.8142,-73.2459,Hostal Entre Rios
591,Mattru,SL,73.06,scattered clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
592,Coyah,GN,79.75,clear sky,9.75,-13.4167,Motel Canal+
594,Sorland,NO,31.87,broken clouds,67.667,12.6934,Sjybrygga fiskecamp
596,Samana,DO,78.76,scattered clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
597,Luanda,AO,77.0,few clouds,-8.8368,13.2343,EPIC SANA Luanda
598,Matata,NZ,78.15,broken clouds,-37.8833,176.75,Matata B&B
599,Lahaina,US,85.24,clear sky,20.8783,-156.6825,Lahaina Shores Beach Resort
600,Naze,JP,52.72,broken clouds,28.3667,129.4833,Shishime Hotel
601,Bideford,GB,45.32,scattered clouds,51.0179,-4.2046,Durrant House Hotel
602,Dasoguz,TM,40.95,overcast clouds,41.8363,59.9666,Hotel Erik
603,Xiongzhou,CN,41.68,broken clouds,25.1167,114.3,Xinhewan Business Hotel
604,Ambunti,PG,81.07,overcast clouds,-4.2365,142.8448,AMBUNTI HIDE INN
605,Carballo,ES,50.9,overcast clouds,43.213,-8.691,Pazo do Souto
607,Hamilton,US,25.12,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
609,Emerald,AU,75.34,clear sky,-23.5333,148.1667,The Irish Village
611,Dingle,PH,74.34,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
612,Ketchikan,US,43.27,moderate rain,55.3422,-131.6461,Snow's Cove Lodge
613,Huaidian,CN,29.16,clear sky,33.4333,115.0333,Xihuan Hotel
614,Palora,EC,73.51,light rain,-1.7,-77.9333,Rancho grande
616,Noumea,NC,87.78,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
617,Mage,BR,84.42,broken clouds,-22.6528,-43.0406,Canopus Hotel
618,Mae Sai,TH,63.72,clear sky,20.4335,99.8762,Piyaporn Hill Paradise Hotel
620,Znamenskoye,RU,21.61,overcast clouds,57.1281,73.8282,"Gostinitsa ""Kolos"""
623,Eydhafushi,MV,80.74,clear sky,5.1033,73.0708,Soneva Fushi
624,Soyo,AO,77.92,broken clouds,-6.1349,12.3689,Hotel Mpampa
626,Mae Chan,TH,64.06,clear sky,20.1467,99.8526,Kiang Dao Resort
627,Haverfordwest,GB,42.39,scattered clouds,51.8017,-4.9691,Coastal Cottages of Pembrokeshire
628,Cam Ranh,VN,73.36,scattered clouds,11.9214,109.1591,OYO 598 Peony Hotel
631,Bandarbeyla,SO,73.24,clear sky,9.4942,50.8122,JABIR HOTEL
634,Pitimbu,BR,81.19,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
636,Hinatuan,PH,76.41,overcast clouds,8.3722,126.3342,Villa Juanita Hinatuan
638,Ajdabiya,LY,52.39,clear sky,30.7554,20.2263,Almadina Hotel
640,Yazykovo,RU,25.34,light snow,55.2199,56.1353,Children's camp
641,Padang,ID,73.45,overcast clouds,-0.9492,100.3543,Mercure Padang
642,Terpinnya,UA,25.43,broken clouds,46.9697,35.4197,Hotel Style Kharkiv
644,Skelleftea,SE,33.01,overcast clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
645,Muroto,JP,35.64,broken clouds,33.2833,134.15,Oota Ryokan
646,Dunedin,NZ,58.8,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
647,Caramay,PH,77.16,overcast clouds,10.1815,119.236,Peace and Love Beach Club
648,Oudtshoorn,ZA,61.16,broken clouds,-33.5907,22.2014,Earthbound Guest House
649,Bucerias,MX,76.98,broken clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
650,Aksu,CN,26.76,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
654,Bichena,ET,56.98,scattered clouds,10.45,38.2,Dagm Tesfa Hotel ዳግም ተስፋ ሆቴል
655,San Luis,AR,83.89,scattered clouds,-33.295,-66.3356,Huarpes Hotel
656,Fez,MA,50.25,clear sky,34.0372,-4.9998,Hotel Mounia Fès
657,Magan,ES,55.29,overcast clouds,39.9683,-3.931,Hotel Pattaya
658,Krasnyy Yar,RU,33.73,overcast clouds,46.5331,48.3456,Cottege near Ufa
659,Auki,SB,81.82,overcast clouds,-8.7676,160.7034,Auki Motel
662,Kitaibaraki,JP,30.15,clear sky,36.7833,140.75,Isohara Seaside Hotel
663,Fare,PF,80.62,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
665,Shimoga,IN,60.3,scattered clouds,13.9167,75.5667,CLIFF EMBASSY BANQUET AND SUITES
666,Kununurra,AU,78.78,broken clouds,-15.7667,128.7333,Hotel Kununurra
667,Antalaha,MG,75.96,light rain,-14.9003,50.2788,Hotel Vitasoa
668,Pando,UY,75.6,broken clouds,-34.7167,-55.95,viviendas mvotma
669,Kumluca,TR,45.68,broken clouds,36.3703,30.2869,TurkuazKöy
670,Pithora,IN,55.04,clear sky,21.2667,82.5167,"Government Scheduled Caste Boys Hostel, Pithora"
672,Sakaiminato,JP,33.78,broken clouds,35.55,133.2333,Matsuya
673,Clifton,US,35.85,mist,40.8584,-74.1638,Quality Urban Housing
674,Half Moon Bay,US,68.45,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
675,Hastings,GB,41.9,broken clouds,50.8552,0.5729,Zanzibar Hotel
676,New Panay,PH,74.44,overcast clouds,6.7586,124.5892,Ara Rosa Swiming Pool
678,Mpulungu,ZM,69.01,overcast clouds,-8.7623,31.1141,Chela moche guest house
680,Carutapera,BR,76.21,overcast clouds,-1.195,-46.02,Lidera
683,Phu Ly,VN,55.67,overcast clouds,20.5411,105.9139,5 Star Apartment Central Phu Ly
684,Kokopo,PG,82.13,broken clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
685,Namuac,PH,73.13,overcast clouds,18.6109,121.1657,Mlin Hotel
686,Cedar Lake,US,22.77,overcast clouds,41.3648,-87.4411,Cedar Lake Ministries RV Park
687,Kuala Pilah,MY,74.35,overcast clouds,2.7389,102.2487,Orange Hotel Kuala Pilah
688,Port Macquarie,AU,67.96,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
689,Zhumadian,CN,29.46,clear sky,32.9794,114.0294,Ouyue House Hotel
690,Luoyang,CN,30.45,scattered clouds,34.6836,112.4536,易家国际青年旅舍
691,Effingham,US,68.18,overcast clouds,32.3669,-81.3332,Countryside Village
692,Phan Thiet,VN,71.33,overcast clouds,10.9333,108.1,Hotel Saigon-PT
694,Hobyo,SO,75.69,few clouds,5.3505,48.5268,Halane Hotel and Restaurent
695,Clonakilty,IE,39.09,clear sky,51.6231,-8.8706,Inchydoney Island Lodge & Spa
696,Bowen,AU,79.02,overcast clouds,-20.0167,148.2333,Castle Motor Lodge Motel
697,Pipri,IN,59.72,broken clouds,19.8,75.5333,Sukhana River nilu and rushi home
